objname,ra,dec,distance,distance_err
PGC085984,120.1029165,-12.1793056,40.657,6.667
PGC017976,87.6947085,-18.1706806,40.661,6.584
SDSSJ141851.12+210239.7,214.713072,21.044351,40.663,6.053
UGC03361,87.6060465,49.7137331,40.663,4.701
IC0777,184.849101,28.3099773,40.664,5.831
SDSSJ152230.10+405251.8,230.6254215,40.8810144,40.667,6.969
PGC061021,268.027611,18.6721625,40.668,5.516
PGC1004715,191.305446,-8.3585321,40.668,5.414
NGC4690,191.981334,-1.6559975,40.671,5.506
PGC739828,1.365645,-28.5907126,40.673,4.765
NGC4521,188.198613,63.9392102,40.677,6.924
ESO596-033,306.31632,-21.3076885,40.68,6.192
NGC2731,135.534999,8.3017041,40.681,5.676
PGC158719,200.2915425,-11.7969892,40.687,5.91
SDSSJ133842.15+421338.2,204.675666,42.2272789,40.688,7.209
NGC5320,207.584901,41.3661875,40.69,7.167
SDSSJ152528.48+545113.4,231.3686865,54.8537002,40.692,7.058
PGC028278,147.486561,-12.0981995,40.695,6.567
PGC011782,47.2874385,-10.2931173,40.696,4.145
PGC071091,349.978791,8.5605278,40.697,5
NGC4993,197.4487515,-23.3839442,40.7,1.5
PGC2148561,207.7717845,39.3690781,40.708,7.023
NGC7611,349.902582,8.0632668,40.71,4.971
PGC1102717,193.1520975,-2.0625839,40.71,5.555
UGC12213,342.762507,7.2955944,40.711,5.483
PGC2801028,250.23453,21.9178621,40.712,5.809
ESO468-009,338.12265,-29.5801495,40.714,6.262
PGC133419,339.2659935,-28.3869061,40.718,6.255
PGC1681024,255.579525,23.0764695,40.718,5.558
PGC908248,44.197083,-15.6533611,40.72,3.559
PGC2369792,186.3682785,50.3288651,40.726,7.06
PGC045594,197.2864575,53.9435657,40.727,7.211
PGC3225571,337.507635,-29.598,40.727,6.265
ESO424-008,85.447833,-31.3761654,40.74,5.16
UGC01647,32.2592385,6.1583825,40.741,4.538
NGC7673,351.9212475,23.5889331,40.744,4.456
PGC055630,234.359235,45.018135,40.745,6.873
PGC198170,8.5984575,-24.6700787,40.748,4.516
ESO507-041,193.393542,-25.384,40.75,7.027
UGC08721,206.8904115,40.3511133,40.752,7.102
SDSSJ154624.19+591255.0,236.6006642,59.21536346,40.762,6.503
PGC1230912,45.2477295,2.5658878,40.763,4.745
PGC1334892,349.4270145,7.9393895,40.765,4.979
PGC039286,184.0480215,11.3603601,40.766,5.377
UGC03445,95.386596,59.126602,40.767,4.764
PGC1103593,217.525053,-2.0277583,40.769,5.776
ESO546-036,45.0639135,-22.2909924,40.771,3.387
NGC5076,199.8766455,-12.740875,40.777,5.996
PGC2455941,306.837,53.9660833,40.782,5.016
SDSSJ103629.88+561701.1,159.1243455,56.2837451,40.784,6.074
NGC4256,184.67946,65.8982863,40.788,6.766
UGC11838,328.1497065,28.3063837,40.788,4.634
ESO443-001,193.455369,-27.8942866,40.792,7.286
UGC08084,194.5926435,2.7924858,40.792,5.465
ESO508-010,196.907244,-23.5789243,40.793,6.667
NGC3687,172.00245,29.5110084,40.793,5.18
SDSSJ123424.47+634808.2,188.6019765,63.8022909,40.797,6.952
PGC014785,64.213584,2.5720833,40.8,4.77
PGC169708,200.200653,-20.8318119,40.801,6.465
SDSSJ225650.79-005032.8,344.211684,-0.8425741,40.803,5.622
NGC5930,231.533082,41.6760604,40.81,6.96
PGC2214038,144.885681,43.1469056,40.812,6.266
NGC5937,232.692186,-2.8294502,40.813,5.528
PGC2184997,206.062017,41.6773371,40.814,7.203
UGC08603,204.140334,44.5991646,40.816,7.19
UGC08056,194.0827965,10.1888492,40.818,5.545
NGC6484,267.945789,24.4832353,40.82,5.425
NGC5472,211.7292705,-5.4605,40.821,5.881
ESO479-020,39.782646,-22.6620119,40.822,3.478
PGC750073,2.410356,-27.7728668,40.823,4.71
NGC3633,170.109414,3.5856988,40.828,4.635
PGC2679996,185.5530225,65.7159347,40.83,6.805
PGC047301,202.2036375,45.729885,40.831,7.133
UGC05626,156.116436,57.3924998,40.834,5.911
PGC136523,95.011575,6.2545057,40.835,5.703
PGC1755918,135.72081,25.9368138,40.838,5.64
ESO501-026,158.853021,-27.4821056,40.839,7.206
PGC1586615,199.035786,19.2777425,40.84,5.926
PGC726872,197.736972,-29.6423247,40.849,7.153
PGC049852,210.1054215,38.5207417,40.852,6.992
PGC018930,95.856615,-16.1623455,40.854,7.582
PGC1352430,162.487488,8.7199834,40.856,4.601
SDSSJ154607.70+591011.9,236.5322022,59.17027684,40.856,6.492
PGC010994,43.7388015,-17.0510363,40.857,3.429
NGC4191,183.4599615,7.2009018,40.858,5.357
UGC10721,257.1064935,25.5172991,40.866,5.621
PGC097262,328.696836,64.7842902,40.869,5.2
PGC1134210,194.279322,-0.8076493,40.87,5.571
PGC685228,356.6974425,-32.839699,40.871,5.122
PGC142930,349.7042385,7.0981175,40.873,4.898
PGC3094260,306.0279015,-19.2251736,40.885,5.868
UGC03446,95.4117285,59.12539,40.885,4.775
UGC06561,173.8613145,33.3029085,40.885,5.338
PGC3277039,213.79065,-3.7955,40.889,5.686
UGC09647,224.8947855,32.8413889,40.889,6.276
SDSSJ152909.97+405424.9,232.2913965,40.907165,40.894,6.898
PGC047274,202.1401905,46.4998862,40.895,7.114
NGC4799,193.814721,2.8966172,40.9,5.467
PGC3181972,43.3065,-35.468399,40.901,3.4
PGC3304440,217.987671,-1.4892126,40.902,5.789
UGC09164,214.6806405,21.8175844,40.902,6.013
SDSSJ134548.55+414443.5,206.4527205,41.7454636,40.905,7.207
PGC039438,184.4286255,28.2018459,40.906,5.843
PGC026570,140.7969255,26.817407,40.909,5.817
PGC097256,322.5984165,64.9852778,40.91,5.118
PGC685874,32.5314795,-32.8022214,40.91,3.591
PGC047323,202.313823,46.5024027,40.912,7.115
2MASXJ13012967+1634220,195.373647,16.572566,40.918,5.776
PGC3180872,34.19085,-35.373001,40.923,3.681
UGC07133,182.332245,18.9973544,40.926,5.411
PGC3187181,342.016635,-33.2416,40.932,5.865
PGC959386,39.5304165,-11.9734861,40.932,4.004
PGC652858,355.0649235,-35.1346296,40.937,5.251
PGC168354,52.7139165,61.1724167,40.941,4.692
SDSSJ133245.69+463506.8,203.190303,46.5852879,40.955,7.115
NGC7460,345.4287915,2.2635833,40.959,5.554
PGC934104,196.041042,-13.7254444,40.96,6
PGC027158,143.430708,-11.322,40.961,6.646
UGC02899,58.602567,6.5899327,40.969,5.061
PGC794421,41.79045,-24.0269495,40.97,3.386
PGC037179,177.9922065,61.931653,40.977,6.602
PGC049393,208.515567,39.9849639,40.981,7.034
UGC08067,194.300553,-1.7067992,40.983,5.589
UGC09827,230.493639,41.1253142,40.983,6.972
UGC07195,182.962833,67.9286385,40.984,6.184
ESO429-012,115.2449805,-32.0726462,40.989,6.955
ESO512-016,220.6950945,-24.2102826,40.989,5.773
NGC1517,62.2997085,8.64875,40.989,4.91
ESO552-016,73.11927,-19.2938008,40.992,4.936
PGC2167946,231.685422,40.5802414,41.006,6.884
PGC947373,78.606708,-12.8033333,41.011,5.426
PGC1115603,191.80131,-1.5693422,41.012,5.51
PGC784557,184.633434,-24.9313996,41.023,7.07
PGC083818,198.5016285,-16.7859105,41.025,6.057
NGC3285B,158.65356,-27.6528628,41.026,7.245
UGC03804,110.6442915,71.5989722,41.029,4.655
PGC044474,194.6502825,1.7064711,41.037,5.493
PGC3289441,168.197742,-2.5907461,41.038,4.8
ESO507-013,192.022668,-27.5775971,41.057,7.271
NGC7755,356.9657175,-30.5220634,41.058,5.149
UGC03127,70.107855,-2.0202305,41.061,4.935
IC1125,233.2734075,-1.6282532,41.064,5.393
PGC3288954,169.25835,-1.5016,41.066,4.756
ESO507-027,192.906843,-26.117478,41.067,7.082
SDSSJ121820.26+050700.4,184.58451,5.1168433,41.069,5.3
PGC000824,2.95755,-27.3671,41.075,4.697
PGC2245659,163.6006815,44.5005309,41.078,5.732
SDSSJ021131.39+704620.0,32.88117981,70.77247052,41.079,5.012
SDSSJ072524.12+422559.1,111.3504495,42.4331154,41.081,4.967
NGC1107,42.3317085,8.0926111,41.083,5.034
AGC253923,233.4952545,12.0640754,41.086,4.764
ESO546-009,40.488258,-21.2868109,41.089,3.354
PGC1978303,142.864215,32.0611589,41.089,5.841
SDSSJ140024.27+383110.4,210.1012815,38.5194445,41.092,6.994
SDSSJ014248.12+001814.6,25.7005095,0.3039769,41.095,3.842
NGC4384,186.299697,54.5061989,41.1,6.957
PGC3278020,220.27545,-4.8012,41.101,5.897
PGC166147,193.295232,3.4411092,41.103,5.469
PGC1670258,206.5623975,22.4582292,41.107,6.092
PGC1640681,214.728789,21.0048087,41.109,6.008
PGC3218700,329.718765,-28.0907,41.112,6.861
PGC2693220,181.3248015,66.9598163,41.113,6.32
PGC1239596,345.5030505,2.86984,41.12,5.505
PGC3105872,194.736069,-3.3069754,41.121,5.59
UGC06371,170.4290835,70.6476389,41.126,5.762
PGC049311,208.2433125,39.7186742,41.134,7.034
PGC064548,305.5472355,-16.7928817,41.134,5.51
SDSSJ072714.03+421214.3,111.80883,42.2038586,41.134,5.017
PGC3269927,190.483452,-3.6571663,41.136,5.423
ESO563-024,132.3290445,-19.0041386,41.14,6.817
SDSSJ125906.25+142547.0,194.776104,14.429724,41.14,5.631
UGC02437,44.473875,11.1829167,41.144,4.898
ESO604-004,346.620312,-17.7857354,41.145,6.111
ESO596-019,305.240181,-19.4572377,41.147,5.811
UGC11029,268.465434,24.4668688,41.148,5.473
PGC3231944,357.011685,-30.337601,41.155,5.145
PGC133577,355.7824455,-32.020265,41.163,5.202
ESO546-021,41.9283315,-18.8402717,41.165,3.381
NGC6389,263.165769,16.401695,41.169,5.286
PGC018213,90.022626,-33.9182519,41.17,5.636
PGC1674681,182.800014,22.7050393,41.172,5.658
PGC047559,202.907064,46.1508994,41.173,7.124
PGC047874,203.74254,45.7799771,41.173,7.135
PGC3176523,22.49775,-33.735901,41.175,3.718
PGC062281,280.5629565,24.8975917,41.179,5.162
SDSSJ111819.17+251934.1,169.579974,25.3260317,41.181,4.975
ESO563-036,134.2977975,-20.5770649,41.184,6.981
PGC085840,357.8885415,8.8643333,41.184,4.459
PGC1042130,54.690459,-5.6450445,41.185,4.332
NGC4626,190.605924,-7.0441241,41.197,5.347
ESO462-016,305.9123775,-28.2778861,41.2,1.33
ESO566-004,146.0266665,-21.2859174,41.203,7.683
ESO546-006,40.4487435,-20.7987997,41.204,3.346
UGC05023,141.5050515,19.3835065,41.205,5.296
PGC1075939,170.835327,-3.1308099,41.209,4.621
PGC1018007,191.529708,-7.4963056,41.221,5.451
PGC198756,2.579463,-27.8351185,41.224,4.722
UGC04867,138.6797085,40.8795278,41.225,6.125
PGC162304,305.5815,-16.7548333,41.226,5.501
PGC142931,349.5771,7.2649636,41.228,4.939
PGC1672146,214.559301,22.5571116,41.242,5.971
PGC3191931,357.606867,-34.3063535,41.243,5.052
SDSSJ093620.76+433436.9,144.0856305,43.5767305,41.249,6.25
PGC2078051,214.0026525,36.2862619,41.256,6.754
PGC3114602,25.747086,0.3600824,41.259,3.813
PGC012117,48.942402,-12.0243456,41.265,4.205
PGC039946,185.371572,28.3690112,41.272,5.987
NGC3030,147.5440365,-12.2263226,41.274,6.533
PGC038432,181.7219145,55.1684547,41.275,6.93
IC4501,221.856063,-22.406037,41.278,5.726
PGC167491,310.727208,54.8905833,41.28,5.081
PGC039740,184.9854105,28.5553644,41.283,5.986
ESO580-026,221.866731,-22.1574045,41.287,5.713
ESO555-006,88.038882,-18.0235837,41.291,6.755
SDSSJ090343.64+251844.3,135.9318465,25.3123566,41.294,5.532
PGC105906,221.210454,-12.627899,41.3,6.143
NGC7751,356.7432855,6.8616808,41.301,4.827
SDSSJ085133.55+245824.1,132.889827,24.9733492,41.306,4.975
NGC5311,207.2336175,39.9852094,41.308,7.083
ESO580-027,221.8687995,-22.2782266,41.309,5.722
SDSSJ160651.01+080928.6,241.7125515,8.1579515,41.312,4.946
ESO603-006,340.6974165,-21.164935,41.317,6.368
NGC0172,9.306657,-22.586996,41.317,4.288
PGC028308,147.558264,-12.0577051,41.321,6.51
SDSSJ121907.33+073805.5,184.781727,7.6342363,41.322,5.414
PGC046497,199.9917705,-12.4886667,41.332,5.985
UGC07143,182.4446955,25.026226,41.332,5.764
PGC1645574,196.734219,21.2283983,41.337,6.004
PGC185874,297.801375,-34.4566805,41.342,5.884
UGC11293,279.173988,10.438803,41.342,5.084
SDSSJ111813.55+044130.6,169.5564405,4.6918532,41.343,4.562
PGC170227,195.9833505,-27.2545017,41.344,7.21
PGC3252680,345.1188,-27.1699638,41.349,5.882
UGC06062,164.656551,9.0504308,41.356,4.464
PGC2734896,66.739959,70.2409722,41.36,5.15
NGC4108,181.684764,67.1628529,41.362,6.273
PGC154227,146.098167,-13.0126528,41.363,6.673
NGC4257,184.7769435,5.7259268,41.366,5.344
UGC11027,268.3167105,24.5723171,41.372,5.465
NGC3516,166.69779,72.5685398,41.374,5.6
PGC2252667,216.7296975,44.8165312,41.374,6.998
PGC2490787,183.210027,55.1068986,41.378,6.968
NGC4964,196.353594,56.322741,41.384,7.126
NGC2089,86.9642025,-17.6024119,41.392,6.489
PGC140323,216.7773315,45.0437116,41.393,7.002
UGC12597,351.52797,21.7753978,41.396,4.62
NGC0922,36.2680485,-24.7883352,41.398,3.658
PGC1142061,134.0126055,-0.489759,41.403,5.501
PGC133643,358.3965585,-26.3494727,41.403,4.976
ESO366-030,105.0199995,-32.6172955,41.409,6.814
ESO507-042,193.4001825,-26.2942281,41.409,7.103
PGC1760270,183.1875945,26.0401587,41.418,5.853
PGC748914,343.296243,-27.856368,41.42,6.061
ESO494-030,122.3197785,-25.4852356,41.422,7.005
PGC2586382,226.3988205,59.0937715,41.426,6.889
PGC036769,176.8281885,58.88582,41.433,6.485
PGC3091794,31.1301255,6.6359722,41.434,4.499
PGC3129555,118.1963115,39.712889,41.434,5.522
NGC4671,191.448459,-7.0696944,41.449,5.454
PGC792571,50.259675,-24.1946495,41.452,3.789
SDSSJ140024.12+383106.7,210.1005075,38.5185419,41.454,6.997
ESO471-044,359.041395,-27.4666079,41.455,4.938
PGC781947,5.415,-25.1675,41.455,4.565
PGC1625187,138.278577,20.3679519,41.457,5.195
PGC723525,26.17485,-29.9282505,41.457,3.664
ESO501-014,158.3995665,-27.0227745,41.46,7.162
PGC140148,198.199725,-19.3721623,41.462,6.297
PGC021619,115.634934,49.19128,41.465,5.196
NGC7664,351.665445,25.0798749,41.47,4.475
PGC1373048,194.3991615,9.9918516,41.474,5.526
PGC2807014,148.258335,7.790833,41.478,5.097
SDSSJ131451.25+483602.8,198.713589,48.6007671,41.479,7.265
PGC091242,195.2783865,-3.3763187,41.488,5.592
PGC012368,49.77927,-11.3365669,41.489,4.217
PGC3272749,193.38315,-4.7805,41.49,5.571
PGC026647,141.0697515,17.8071074,41.491,5.23
PGC1314461,184.5748695,7.1280315,41.495,5.401
PGC035165,171.535782,-5.5859152,41.496,4.717
PGC670488,345.168,-33.865398,41.498,5.701
6dFJ0645194-312910,101.330613,-31.4860111,41.503,6.908
ESO507-025,192.882687,-26.4520979,41.503,7.116
SDSSJ091153.82+654239.4,137.9743005,65.7109686,41.51,5.268
UGC03701,107.9278755,72.1691944,41.511,4.577
PGC212812,25.872105,12.1420281,41.514,4.386
PGC720355,357.5065935,-30.18482,41.514,5.1
SDSSJ122057.16+655652.5,185.2381605,65.9478932,41.517,6.605
SDSSJ232134.60+085833.9,350.3944167,8.97617803,41.525,5.019
PGC154267,146.269584,-11.6653611,41.526,6.51
ESO603-012,341.522634,-19.4153219,41.527,6.284
PGC720361,356.712135,-30.1848,41.537,5.154
SDSSJ152617.51+404004.0,231.5731725,40.6676052,41.544,6.844
PGC1380373,180.2335575,10.4987659,41.554,5.25
SDSSJ124412.03+621020.0,191.0500305,62.1720669,41.556,6.948
UGC10650,255.060666,23.1062718,41.556,5.467
PGC2064608,170.2796685,35.4441186,41.56,5.487
NGC4831,194.402871,-27.2922058,41.561,7.262
PGC3297904,194.2228005,1.4602,41.562,5.525
PGC135859,220.264416,0.6195833,41.564,5.675
UGC01646,32.2689555,5.1128667,41.567,4.502
IC2597,159.4473465,-27.0812698,41.571,7.075
UGC06532,173.2911255,70.3901111,41.571,5.788
PGC133627,358.667895,-25.4885285,41.573,4.969
PGC020543,109.043385,56.8231731,41.582,5.224
ESO501-066,159.729708,-26.6400076,41.584,7.027
PGC3082086,192.8387835,-26.1398889,41.585,7.077
PGC061025,268.042209,24.5239817,41.591,5.451
PGC2173146,217.3922925,40.9339992,41.593,6.712
ESO384-029,210.196167,-34.2247222,41.598,5.738
PGC960682,314.994333,-11.8729722,41.599,5.405
PGC2801044,299.4852255,62.6224453,41.619,5.576
PGC027810,145.8245385,-9.9456201,41.629,6.282
PGC2603803,160.5556245,60.5600383,41.629,5.961
PGC135713,63.617604,2.8448773,41.631,4.884
PGC770940,358.479687,-26.1531985,41.632,4.968
SDSSJ152013.57+400301.3,230.05653,40.0504093,41.635,6.859
PGC035680,173.3547855,34.0722086,41.638,5.417
SDSSJ120958.86+250106.3,182.4952935,25.018388,41.639,5.797
NGC6458,267.295917,20.8043611,41.65,5.451
UGC06517,173.010063,36.6980246,41.655,5.594
SDSSJ091258.40+395540.5,138.2433615,39.9278642,41.663,6.012
PGC770402,158.1226815,-26.1981152,41.67,7.026
SDSSJ121405.91+275405.4,183.524481,27.9014728,41.67,5.882
PGC038878,183.0277875,25.3093623,41.673,5.857
ESO580-045,222.8015835,-20.4406944,41.674,5.631
UGC03680,107.0199,52.903099,41.681,4.953
PGC2026905,173.5586025,33.2261533,41.683,5.332
PGC995696,76.774125,-9.0626389,41.688,5.68
ESO469-006,343.7833845,-30.9221059,41.689,5.86
PGC845807,8.8812135,-20.1383326,41.691,4.265
UGC10383,246.180132,64.5117057,41.691,6.517
NGC0645,25.036233,5.7267206,41.695,3.931
PGC035672,173.314104,32.5773496,41.695,5.268
PGC026163,139.1045085,43.0053736,41.697,6.167
SDSSJ222849.33-001905.2,337.2055785,-0.3181265,41.698,5.833
NGC6490,268.6269165,18.3759167,41.708,5.506
PGC047295,202.207362,46.2623862,41.711,7.096
PGC715699,344.790672,-30.5658549,41.714,5.741
NGC4194,183.5400795,54.5264728,41.715,6.997
UGC10808,259.8814995,28.3315904,41.718,5.723
PGC035526,172.8521655,35.9466392,41.719,5.548
PGC001574,6.2809335,0.3126959,41.724,3.938
PGC039123,183.6976455,64.4586356,41.73,6.652
UGC03881,112.575792,49.5197778,41.73,5.466
2MASXJ05534289-3205449,88.4288985,-32.0958874,41.734,5.581
PGC3091021,233.694078,12.4472012,41.735,4.694
IC2153,90.017685,-33.9206449,41.744,5.638
PGC141730,193.098159,-26.7542143,41.746,7.197
PGC118097,199.98792,-12.7996285,41.749,6.019
PGC764019,159.1774995,-26.7762222,41.749,7.053
SDSSJ133938.32+423244.8,204.9096585,42.5457569,41.754,7.215
PGC2166347,208.5589335,40.4772811,41.759,7.085
PGC083900,199.164357,-16.9505335,41.76,6.14
NGC4795,193.761927,8.0655331,41.761,5.498
PGC2737130,173.513709,70.5936667,41.763,5.787
NGC0825,32.134833,6.32375,41.766,4.582
PGC017574,85.0745835,-17.8360556,41.767,6.354
SDSSJ030627.85-005246.1,46.6159215,-0.879737,41.768,4.839
PGC035754,173.61471,33.1789767,41.775,5.326
ESO499-014,148.3284315,-25.0753891,41.78,7.921
HCG016:[dRC97]15,32.2412805,-10.3884789,41.78,3.55
PGC975060,8.1304995,-10.689431,41.78,3.891
NGC5604,216.178326,-3.2122031,41.783,5.658
UGC03771,109.473333,70.5190556,41.783,4.658
SDSSJ130410.81+052913.1,196.0449495,5.4870937,41.784,5.455
PGC056006,236.6279715,45.9982991,41.786,6.793
PGC2236491,204.3083595,44.0960636,41.787,7.183
PGC013200,53.455374,-10.2508149,41.789,4.156
PGC178759,89.527458,-30.8338056,41.799,5.948
UGC08255,197.7355035,11.4773517,41.8,1.82
UGC09837,230.965329,58.0529766,41.801,6.73
PGC126394,229.045833,-11.7069722,41.805,5.598
NGC2073,86.474628,-21.9991118,41.808,6.412
PGC169670,196.3545,-23.502501,41.833,6.819
PGC3106333,194.48355,-2.1834204,41.833,5.594
PGC763991,159.573795,-26.7782307,41.835,7.039
PGC198016,340.305519,-25.608566,41.837,6.255
NGC2124,89.467584,-20.0846389,41.843,7.241
SDSSJ153239.23-013606.1,233.16342,-1.6017261,41.843,5.196
PGC031441,159.0960705,-27.3541974,41.846,7.173
PGC042549,190.3165005,-5.0091667,41.85,5.343
NGC6267,254.536089,22.9850973,41.859,5.467
SDSSJ110145.79+271647.9,165.440733,27.2800541,41.86,4.885
UGC08611,204.20553,44.8814818,41.865,7.149
ESO489-050,96.1621185,-22.5971734,41.872,7.519
NGC0781,30.0374235,12.6561485,41.879,4.441
NGC5630,216.902583,41.2577621,41.889,6.781
PGC049002,207.188184,41.7097724,41.889,7.214
PGC1305231,170.3476215,6.6670898,41.892,4.61
UGC08577,203.817492,44.7613841,41.892,7.147
UGC01605,31.755375,8.1304167,41.909,4.552
PGC2289339,224.670924,46.9167449,41.912,7.242
ESO508-033,199.0968675,-26.5616141,41.917,6.934
UGC12205,342.437097,15.089067,41.918,5.025
PGC166093,116.8749645,40.1869677,41.921,5.503
PGC776717,339.571557,-25.637076,41.925,6.264
PGC1682567,255.5051295,23.1635002,41.928,5.43
ESO472-006,358.518741,-25.4546636,41.93,4.966
UGC01423,29.6097585,71.1189083,41.933,4.876
PGC034686,170.030454,7.3358169,41.935,4.603
ESO512-012,220.047465,-25.776695,41.945,5.703
PGC035443,172.537398,36.0155315,41.952,5.529
ESO367-001,106.43199,-33.3111279,41.953,6.663
NGC1954,83.2014585,-14.0627778,41.954,6.218
PGC1646422,267.5479725,21.2654257,41.955,5.441
SDSSJ073631.69+412623.9,114.131253,41.4405084,41.955,5.369
PGC214790,328.7342355,6.3566419,41.96,5.289
SDSSJ133318.53+470227.5,203.327223,47.0409606,41.964,7.128
PGC2266581,201.4428555,45.5400184,41.983,7.044
IC1776,31.3132005,6.1069579,41.993,4.529
PGC1112584,194.2391745,-1.6937016,41.993,5.595
PGC158033,191.287812,-6.3157917,42,3.1
PGC989935,46.9813155,-9.5267843,42.003,4.099
PGC2667884,187.5190245,64.4187106,42.009,6.812
NGC2735A,135.674286,25.9384701,42.019,5.209
PGC023809,127.2717,73.629097,42.022,5.221
PGC749134,159.2023335,-27.8405,42.023,7.203
PGC751988,158.7335415,-27.6401667,42.031,7.187
UGC06491,172.350267,34.8711095,42.033,5.45
PGC957158,165.6850395,-12.1383996,42.037,5.173
2MASXJ10353827-2731346,158.9094165,-27.5261778,42.042,7.176
PGC2647063,180.438951,62.9686884,42.042,6.548
ESO490-020,99.7189995,-25.1656944,42.046,7.401
NGC2216,95.378139,-22.08747,42.046,7.536
PGC1631631,166.354035,20.6007581,42.051,4.796
PGC001935,7.905729,-11.8446602,42.055,3.883
ESO603-008,341.1117225,-20.0352065,42.06,6.233
PGC134641,1.1336565,-22.0838616,42.062,4.797
ESO367-017,109.8593925,-35.6565394,42.065,6.587
PGC1075005,6.980439,-3.1835515,42.068,3.863
ESO596-032,306.221157,-18.3452971,42.072,5.645
PGC1656782,214.7083965,21.7650837,42.074,5.897
PGC148318,90.9560385,-33.1912173,42.077,5.822
SDSSJ095258.80+080144.0,148.2449723,8.02849728,42.077,5.044
PGC1109999,47.199375,-1.7903889,42.081,4.853
PGC3177476,31.9842,-33.3895,42.083,3.606
PGC2182927,206.1907005,41.5566527,42.084,7.204
PGC812038,221.430135,-22.5793069,42.09,5.781
IC3813,192.509535,-25.9204572,42.091,7.059
NGC7074,322.4120535,6.6823781,42.093,5.079
ESO383-017,203.3198085,-34.4672845,42.095,6.976
UGC05172,145.4659575,48.6710619,42.095,5.927
PGC3184393,328.696485,-35.008999,42.099,6.301
PGC706725,330.959055,-31.306877,42.099,6.271
PGC2087105,181.637622,36.7937359,42.103,5.977
PGC3095094,129.5820675,28.7899311,42.108,5.317
UGC07153,182.445501,62.2685136,42.113,6.637
SDSSJ082614.96+283622.6,126.5623365,28.6062869,42.114,5.622
SDSSJ154523.20+470130.7,236.346651,47.0252524,42.117,6.856
PGC2208172,170.9910945,42.8838385,42.126,5.944
PGC1034698,158.9306955,-6.2814859,42.127,5.243
6dFJ0625345-282716,96.393627,-28.4542884,42.134,6.755
PGC090146,170.941416,-4.7065556,42.144,4.708
PGC3288547,170.0766,-1.2806,42.148,4.65
UGC08153,195.774573,3.991954,42.149,5.455
ESO354-021,29.637699,-34.863513,42.151,3.634
SDSSJ114801.24+540019.0,177.005562,54.0049419,42.152,6.657
SDSSJ105734.18+091253.3,164.392437,9.2148173,42.166,4.522
SDSSJ135504.83+403417.5,208.770249,40.5715774,42.169,7.095
PGC1125333,134.4885,-1.1583933,42.174,5.462
PGC679759,89.2294005,-33.1864785,42.174,5.593
PGC007327,29.280417,11.5288611,42.176,4.443
SDSSJ130249.15+035836.2,195.7048335,3.9767371,42.178,5.456
SDSSJ074933.51+394424.3,117.38976,39.7400955,42.181,5.502
PGC198014,343.9764735,-26.6418173,42.183,5.911
SDSSJ105647.67+265155.1,164.198742,26.8653056,42.184,4.881
PGC170200,191.424801,-25.9198471,42.187,7.054
PGC039359,184.207431,65.8299067,42.19,6.396
UGC06545,173.433045,32.633894,42.196,5.262
SDSSJ113327.39+335025.0,173.364183,33.8401767,42.197,5.37
NGC7365,341.291835,-19.9520665,42.205,6.213
PGC023658,126.4916085,-11.7789538,42.209,6.109
PGC2171375,208.531629,40.8170418,42.21,7.128
PGC049927,210.3501045,36.8001282,42.214,6.928
SDSSJ130344.56+171450.6,195.935649,17.2474068,42.218,5.833
UGC03690,107.2785,53.445599,42.218,5.051
PGC1528515,141.2155875,17.2614928,42.222,5.15
PGC049070,207.4396395,39.7141837,42.227,7.068
PGC744329,40.427025,-28.2231,42.227,3.47
UGC08045,193.847592,7.9099023,42.227,5.474
NGC2722,134.692416,-3.7100933,42.234,5.535
NGC2776,138.060501,44.9548679,42.234,5.912
UGC11475,296.6720835,59.7004167,42.234,5.42
PGC3092404,65.0837415,2.6771263,42.235,5.015
UGC04247,122.264226,16.6761375,42.235,5.026
PGC2126744,206.922069,38.4266055,42.237,7.029
PGC023723,126.892005,-12.7566667,42.244,6.15
ESO534-015,340.0026795,-26.1239991,42.25,6.242
PGC3080368,36.1251045,-24.7456347,42.253,3.631
PGC661563,336.4714125,-34.4883413,42.253,5.897
ESO490-007,97.741083,-23.7290556,42.258,7.472
NGC6674,279.641058,25.3750638,42.26,5.124
PGC1313139,43.799226,7.0679928,42.261,5.237
PGC2314081,197.6403135,48.2798445,42.266,7.225
SDSSJ213503.55+105736.0,323.76474,10.9602113,42.267,4.84
SDSSJ130920.83+214256.0,197.336811,21.7157195,42.275,6.039
PGC3244352,333.146382,-23.5623035,42.278,6.24
PGC2699830,46.946334,67.4266944,42.285,4.958
PGC839445,305.8520865,-20.5986794,42.286,5.816
PGC1388496,194.9271105,11.07713,42.296,5.501
ESO427-006,101.444541,-31.2303333,42.3,3.34
PGC769348,158.391288,-26.300797,42.302,6.918
SDSSJ124423.23+620305.5,191.0966265,62.0520161,42.303,6.855
ESO581-011,224.909037,-18.7316067,42.307,5.563
PGC713114,357.117513,-30.7760128,42.312,5.122
PGC994082,332.5859115,-9.1920309,42.316,6.218
PGC673802,204.06768,-33.6215946,42.319,6.938
ESO499-043,151.7340345,-25.2919633,42.322,6.738
PGC775763,30.9628335,-25.7230278,42.326,3.506
PGC039966,185.413686,7.2536835,42.327,5.385
PGC3233562,358.377135,-25.402599,42.334,4.953
SDSSJ113109.78+332431.5,172.7907405,33.4087839,42.336,5.32
PGC214039,193.9064475,-0.206393,42.338,5.597
